avatar,avg_ec_live_uv,avg_ec_video_view_count,category_ids,creator_open_id,follower_count,gmv_range,nickname,selection_region,top_follower_demographics,username,gmv,video_gmv,live_gmv
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d22ff5167db4f516f753547fb3f5414c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=84a8dbfb&x-expires=1784685600&x-signature=z4BkpW5UqmUEu%2FaxBHlGv5B%2FJt0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['700645', '601450', '600154']",prR3NwAAAACOV4AEeERJl-yievH_HBssySj2bymxUaBT9o7kJ94QNg,8176,{'formatted_range': '₱10K+'},DocTalkDaily,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3933}}",kai118283,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/0d847520acc7cd6a9d011aa901e2e229~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=6eb2a872&x-expires=1784685600&x-signature=5p%2BG%2FwMwV7L%2BjgV8Hy8a1aqwiUA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['700645', '601152']",4KOIMwAAAACOV4AEeERJl-yievH_HBss9zhhdWnbxBnhTP210oxNFA,56325,{'formatted_range': '₱10K+'},itsyoboyluke,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 5737}}",lukebernaless,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/37511845501af356fdb6f07df88f39b3~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=7d54b91e&x-expires=1784685600&x-signature=WlmYSxh0q%2FaqlHtyhlZ0A1sqSBA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1328,"['700645', '700437', '600024']",BjqZMQAAAACOV4AEeERJl-yievH_HBssZU1y0BjGER6NgfXTt3fXDA,46656,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",KangleOfficial,PH,"{'age_ranges': ['AGE_RANGE_35_44', 'AGE_RANGE_45_54', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3808}}",kangleofficial,"{'amount': '38287.214815', 'currency': 'USD'}","{'amount': '38207.092076', 'currency': 'USD'}","{'amount': '8.617564', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/0763fc4d68656c59c9fcacd787956862~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=2774b8da&x-expires=1784685600&x-signature=6apOYphhtMGC7qfnYVl35DUEulk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1051,"['700645', '600001', '600154']",z42TnAAAAACOV4AEeERJl-yievH_HBssOo7si3cS405q6Eb8dtqkgg,16214,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Midwife Clara 🩺,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4438}}",.claryang,"{'amount': '21135.904004', 'currency': 'USD'}","{'amount': '21069.732556', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/eca2d3ec491daf1611a438cbbd6e44df~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d180de33&x-expires=1784685600&x-signature=ZfTLb43W9iGiuSTgIoJ3wqW%2FhyY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,805,"['700645', '600001', '601739']",xAIy2gAAAACOV4AEeERJl-yievH_HBssK1wJcBiVLe6febSUskeoAQ,9618,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Yiran Official,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4779}}",yiranofficial,"{'amount': '28540.302231', 'currency': 'USD'}","{'amount': '28521.368308', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/458a12e4d28ad4e59ca790b925a29b1c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ea6af0b2&x-expires=1784685600&x-signature=rBZstQJZXONWaaOLJbv1%2FapEdEE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},529,1413,"['700645', '600024', '600942']",AfxV9AAAAACOV4AEeERJl-yievH_HBssAt7O48XbhjJ6Ycul2aDlmQ,50491,{'formatted_range': '₱10K+'},littlesaintsph,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4834}}",littlesaintsph,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/11101c5ab30136cf4cb1d2497299866c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=def9d961&x-expires=1784685600&x-signature=3pTpTMNBxKU3TX7Dj1pdj5zYKEI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},7915,0,"['700645', '601739', '601450']",3XtjvwAAAACOV4AEeERJl-yievH_HBssxkSB5OfVqgrE_DQI4jRltw,42532,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",TWINKLE ✨,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6429}}",lcrkel,"{'amount': '13058.873855', 'currency': 'USD'}","{'amount': '629.361025', 'currency': 'USD'}","{'amount': '12393.647031', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/96def734376c128d19b7d250d3c04bad~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=931a1437&x-expires=1784685600&x-signature=o%2BYWpEqUuB2zCXm0QZlBuiiFDqY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,377,"['700645', '601739', '604206']",nAAdbQAAAACOV4AEeERJl-yievH_HBssnyHRKsIfavw2eZtrycVsag,487633,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",RecosbyRenaliza,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 6624}}",rena_dcflorida,"{'amount': '86976.213418', 'currency': 'USD'}","{'amount': '86626.701647', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-giso/a5146806bc5c6dfa32b8a4bb42535781~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=5b1de90f&x-expires=1784685600&x-signature=WnYDJokYFpPuGLoFT%2B47qSPCGz0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['700645', '601450', '700437']",XlLT_AAAAACOV4AEeERJl-yievH_HBssTF7EjawjDRnuhKV1yFDX6Q,7353298,{'formatted_range': '₱10K+'},Dr. Krizzle Luna 🌙,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 4639}}",lunakrizzle,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/7af11d9f1192078a7d558769e54c6d06~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=953281ea&x-expires=1784685600&x-signature=LSw4U95PZYXskirnbHHmsfv4ms8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},8202,0,"['700645', '601450', '602284']",SGNsMgAAAACOV4AEeERJl-yievH_HBsslxXfENI5sRX4yJ-LLv4a7A,104008,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Julian CV,PH,"{'age_ranges': ['AGE_RANGE_35_44', 'AGE_RANGE_45_54', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5724}}",cutieann429,"{'amount': '11923.910746', 'currency': 'USD'}","{'amount': '1742.040626', 'currency': 'USD'}","{'amount': '10176.217319', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f00b2361b6bdb9b2d8ff9a8f197a1f67~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=475b8abd&x-expires=1784685600&x-signature=5AdUBjZxnVpHxLlJbvsOQxEcvWs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},607,367,"['700645', '601450', '600001']",WpPD8QAAAACOV4AEeERJl-yievH_HBssEymJ-O4ZCAqDSgzMl45bLQ,25605,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",bakshop14,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6714}}",bakshop14,"{'amount': '12822.241875', 'currency': 'USD'}","{'amount': '12427.050765', 'currency': 'USD'}","{'amount': '38.864475', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/c4fdf124efb31af520faa6fc191464ba~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=08e76d94&x-expires=1784685600&x-signature=Y7391gOIc9q2pnQ3MvERiRV5W4Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},2038,0,"['700645', '700437', '605248']",xVbXRAAAAACOV4AEeERJl-yievH_HBssYb6VqBirwFi8mbUoVJBejA,49499,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Ms. Carlyn ✨,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5482}}",carlynskincare101,"{'amount': '12293.920929', 'currency': 'USD'}","{'amount': '989.987333', 'currency': 'USD'}","{'amount': '11303.933596', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/1ec51fea6847aba9b13fab25afda14e2~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=723712a7&x-expires=1784685600&x-signature=jvbGGisMsqsMovQN9%2FdgEnDoAFA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},3110,2766,"['700645', '604968', '601739']",wri3XgAAAACOV4AEeERJl-yievH_HBssSbVy7KbfhIh0r5Sn1uF1Dg,15487,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Sir Jed | Dr. Daily 💜,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5294}}",sirjeddaily,"{'amount': '34486.128283', 'currency': 'USD'}","{'amount': '33767.703233', 'currency': 'USD'}","{'amount': '395.368196', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a044207857da539daac06f3f2b09be5c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=04de2aa3&x-expires=1784685600&x-signature=IfxA79N38DBDC3DiuPdClylH2pU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,651,"['700645', '600001', '600154']",xVkqtQAAAACOV4AEeERJl-yievH_HBsslyEFSJHV0AuB5RYFMb-W-A,27301,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Budolfinds🪬🧿,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4122}}",123456789diosa,"{'amount': '12743.468101', 'currency': 'USD'}","{'amount': '12563.542431', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/c6fa53a190a7f2487028eb7fbc8279d2~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=a2a4ebfe&x-expires=1784685600&x-signature=y9dItSILHQGJxzQ%2B2wRcEMcGpyY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},2027,411,"['700645', '801928', '605248']",A6s_cQAAAACOV4AEeERJl-yievH_HBsspqr-3vadswhExS8ircn0rw,32090,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Anna SJ 🐚,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4061}}",anaaaaa_sj,"{'amount': '11377.306681', 'currency': 'USD'}","{'amount': '22.251503', 'currency': 'USD'}","{'amount': '11339.303617', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/36ab0800c59f44c6601eb925437c21b8~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=12dc1f2b&x-expires=1784685600&x-signature=PtJ4pJ94O6I%2F950Rq%2FbVX6CqQ6A%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1813,0,"['700645', '700437', '600024']",Pmks7AAAAACOV4AEeERJl-yievH_HBsspCGA5J60Nh0lG8eLXZwZtg,30069,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",CHEF AYB'S PARAGIS PH.,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4972}}",chefaybsparagis_,"{'amount': '30140.450776', 'currency': 'USD'}","{'amount': '3925.344396', 'currency': 'USD'}","{'amount': '26215.10638', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/cd182c2410c0b3796492e6788b372cb4~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=9d7601ab&x-expires=1784685600&x-signature=poeyBV%2FuoTewGvrQG3IyePG3Rs0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},3583,6077,"['700645', '601450', '601739']",_SpXUQAAAACOV4AEeERJl-yievH_HBssBSkOAa5qsZXOGdcaLxnnbg,33322,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Mommy Nurse Charm 💖,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6420}}",recosbycharm,"{'amount': '61105.337077', 'currency': 'USD'}","{'amount': '7921.662056', 'currency': 'USD'}","{'amount': '52984.272525', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/eb03c4b8c06a929e591055fb90dd643c~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e32627e1&x-expires=1784685600&x-signature=IoMYg2zlq6oB%2FbPp0%2B4BbZDcCdY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,7496,"['700645', '601450', '700437']",S8mgSQAAAACOV4AEeERJl-yievH_HBssyv8o3DK0TjuI0Hdklj3yoQ,886966,{'formatted_range': '₱10K+'},Christian Hedriana,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6147}}",christian_hedriana,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/187eb481393ac5f58b2c79e432518607~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=b3c0dad6&x-expires=1784685600&x-signature=%2FmYU47zd1x852ZIydMh9i9PeQIA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},2834,2910,"['700645', '603014', '824328']",GJ5TqwAAAACOV4AEeERJl-yievH_HBss3i9EzMnEzF36_O_wtM16UA,44536,{'formatted_range': '₱10K+'},IV,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4339}}",adlfzeller,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6c06bb036698031c08f6d63184f5f3b3~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=bbb0a55f&x-expires=1784685600&x-signature=sf6fJWRhg25w3g2iSVYmIYCTyNg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,719,"['700645', '601450', '602284']",WiNWGwAAAACOV4AEeERJl-yievH_HBssnWKy3eov5FqPX3VLNPlA2w,15304,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",shoppersvirtual,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4764}}",shoppersvirtual,"{'amount': '10188.075356', 'currency': 'USD'}","{'amount': '10183.922329', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/35b416126f36681af7206718ef303217~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=1c5a42d0&x-expires=1784685600&x-signature=ivLM50c2hpzrOXw2%2FPN6XmAj2MM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},460,505,"['700645', '601450', '600001']",4tY5yAAAAACOV4AEeERJl-yievH_HBssQacHyG-YQJOWwxH-S70FKg,8435,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",mamamargeeee,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6359}}",mamamargeeee,"{'amount': '10115.085027', 'currency': 'USD'}","{'amount': '603.712105', 'currency': 'USD'}","{'amount': '9486.790026', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/392ab6c2a9cfa465ba21f5ed907da651~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=35a66355&x-expires=1784685600&x-signature=%2BCC0lBWvu3tQbOKiMr0Zvfe%2B08I%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},2194,589,"['700645', '601450', '602118']",x72MygAAAACOV4AEeERJl-yievH_HBssH-HIWNE-RzwCKMPZVBSRlw,81713,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Cashmere🇮🇹🍀,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6219}}",cashmerepearlsanchez30,"{'amount': '20941.94722', 'currency': 'USD'}","{'amount': '13159.450279', 'currency': 'USD'}","{'amount': '7506.96442', 'currency': 'USD'}"
