approve_expiration_time,available_quantity,commission_rate,id,is_approvable,order_id,status,creator.avatar_url,creator.content_count,creator.creator_open_id,creator.ec_video_view,creator.follower_count,creator.fulfillment_percentage,creator.gmv.amount,creator.gmv.currency,creator.nickname,creator.username,product.id,product.sku_id,product.sku_image_url,product.sku_name,product.title,fulfillment_status
1784465243,0,0.20,8071638483876415218,True,585103863363045106,AWAITING_SHIPMENT,https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6865707655cf54bf733f690a77ff7a1d~tplv-tiktokx-cropcenter:1080:1080.webp?dr=14579&refresh_token=41a59231&x-expires=1784635200&x-signature=HqYuS0EfNZtvRswVU8VNImEaXQU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=e326b0ff&idc=my2,0,CbCpbwAAAACOV4AEeERJl-yievH_HBssG8VxI-wJWtcJruKIhFnkpg,133,46209,85.07,46906.31,PHP,Rhosey Finds 🌹,rhosey_dizon,1734810555690551128,1734810555690616664,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/09568cf36c644d10b3e53f33670c3e5d~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&t=555f072d&ps=933b5bde&shp=e326b0ff&shcp=3c3d9ffb&idc=my2&from=3810963711,Default,"Vitami PMS Relief Gummies 12pcs – Chasteberry Herbal Blend Supplement for Period Discomfort, Dysmenorrhea & Mood Balance",
1784465243,0,0.20,8071638477013157320,True,585103770393019848,AWAITING_SHIPMENT,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/bb76ef0127f683d012cdc7de4c51eaf9~tplv-tiktokx-cropcenter:1080:1080.webp?dr=14579&refresh_token=e8cb060e&x-expires=1784635200&x-signature=w2HfAvDwTLWaaltwBXPkWx%2BNOik%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=e326b0ff&idc=my2,0,3t3USgAAAACOV4AEeERJl-yievH_HBssqHeLQ8pqYPwZX4qNT6KNXg,53,5752,96.43,52624.54,PHP,MAMILAY RETCHEL,retchel1973,1734810555690551128,1734810555690616664,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/09568cf36c644d10b3e53f33670c3e5d~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&t=555f072d&ps=933b5bde&shp=e326b0ff&shcp=3c3d9ffb&idc=my2&from=3810963711,Default,"Vitami PMS Relief Gummies 12pcs – Chasteberry Herbal Blend Supplement for Period Discomfort, Dysmenorrhea & Mood Balance",
1784465243,0,0.20,8071638453685618048,True,585103474591827328,AWAITING_SHIPMENT,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/af7d58f2485b7a14efec21d60a5a9a56~tplv-tiktokx-cropcenter:1080:1080.webp?dr=14579&refresh_token=2e759006&x-expires=1784635200&x-signature=cF5ZH379jhl1SZ5YiFILhQ9ZYw4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=e326b0ff&idc=my2,0,kRoAEAAAAACOV4AEeERJl-yievH_HBssA4xIyYhRU1ACHxR9wor6wg,329,12176,98.58,1139355.33,PHP,Ms. JD,jd31_31,1734810555690551128,1734810555690616664,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/09568cf36c644d10b3e53f33670c3e5d~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&t=555f072d&ps=933b5bde&shp=e326b0ff&shcp=3c3d9ffb&idc=my2&from=3810963711,Default,"Vitami PMS Relief Gummies 12pcs – Chasteberry Herbal Blend Supplement for Period Discomfort, Dysmenorrhea & Mood Balance",
1784465243,0,0.20,8071638447751267393,True,585103370692101185,AWAITING_SHIPMENT,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/9057466201775f265d51738b9bd0cee7~tplv-tiktokx-cropcenter:1080:1080.webp?dr=14579&refresh_token=02ad689a&x-expires=1784635200&x-signature=%2FGy5eQS%2BJD8fgZHcFMFKyGJ644A%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=e326b0ff&idc=my2,0,YyToBwAAAACOV4AEeERJl-yievH_HBssRPvFNHMX_4P0OKBYl5CMFA,292,1420,50.00,11664.31,PHP,donesa and sachi🐶,donesastutorialhub,1734810555690551128,1734810555690616664,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/09568cf36c644d10b3e53f33670c3e5d~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&t=555f072d&ps=933b5bde&shp=e326b0ff&shcp=3c3d9ffb&idc=my2&from=3810963711,Default,"Vitami PMS Relief Gummies 12pcs – Chasteberry Herbal Blend Supplement for Period Discomfort, Dysmenorrhea & Mood Balance",
1784465243,0,0.20,8071638435269609382,True,585103147020355494,AWAITING_SHIPMENT,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6981b928dcbd5e3510e35826b02b7ad7~tplv-tiktokx-cropcenter:1080:1080.webp?dr=14579&refresh_token=8b4cf586&x-expires=1784635200&x-signature=3fov1MJIEvEKBNe1IQE6Dy8pnfw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=e326b0ff&idc=my2,0,3l8QGwAAAACOV4AEeERJl-yievH_HBssrFC2PlEKXwzsdYdCKkzzGg,111,1094,100.00,36753.69,PHP,BuyMeNow Shop❤️✨,minishop_store,1734810555690551128,1734810555690616664,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/09568cf36c644d10b3e53f33670c3e5d~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&t=555f072d&ps=933b5bde&shp=e326b0ff&shcp=3c3d9ffb&idc=my2&from=3810963711,Default,"Vitami PMS Relief Gummies 12pcs – Chasteberry Herbal Blend Supplement for Period Discomfort, Dysmenorrhea & Mood Balance",
1784465243,0,0.20,8071638432008013390,True,585103118421558862,AWAITING_SHIPMENT,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/90dff4d117c224dd906c034f70f6c707~tplv-tiktokx-cropcenter:1080:1080.webp?dr=14579&refresh_token=233e3565&x-expires=1784635200&x-signature=BxuzMiVddmPcGJAfklXBG3DPIpQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=e326b0ff&idc=my2,0,Q9iGKQAAAACOV4AEeERJl-yievH_HBssYrVyWWw-bM3VnRnbCH6dUQ,228,1437,100.00,10226.95,PHP,sapnut💦,sap.nut,1734810555690551128,1734810555690616664,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/09568cf36c644d10b3e53f33670c3e5d~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&t=555f072d&ps=933b5bde&shp=e326b0ff&shcp=3c3d9ffb&idc=my2&from=3810963711,Default,"Vitami PMS Relief Gummies 12pcs – Chasteberry Herbal Blend Supplement for Period Discomfort, Dysmenorrhea & Mood Balance",
1784465243,0,0.20,8071638411522508550,True,585102904751851270,AWAITING_SHIPMENT,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e2a50dfea776ac337e6a78a4fea0bbf7~tplv-tiktokx-cropcenter:1080:1080.webp?dr=14579&refresh_token=a7f40df8&x-expires=1784635200&x-signature=R%2FzA56jp9%2B1IUMjqW6dHVhvfuxE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=e326b0ff&idc=my2,0,oLnVJQAAAACOV4AEeERJl-yievH_HBssGQ9CL6LrVemNOVFaPKvkUw,528,1200,0,12750.99,PHP,Chris Shop🛍️,chrisfriasdevera0,1734810555690551128,1734810555690616664,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/09568cf36c644d10b3e53f33670c3e5d~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&t=555f072d&ps=933b5bde&shp=e326b0ff&shcp=3c3d9ffb&idc=my2&from=3810963711,Default,"Vitami PMS Relief Gummies 12pcs – Chasteberry Herbal Blend Supplement for Period Discomfort, Dysmenorrhea & Mood Balance",
1784465243,0,0.20,8071638399669602000,True,585102773903197904,AWAITING_SHIPMENT,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f1c602b3f20fe273aa8a78a0cc853b80~tplv-tiktokx-cropcenter:1080:1080.webp?dr=14579&refresh_token=fc4f8eee&x-expires=1784635200&x-signature=hsTCkNX5a3ZfI4X3atXAOV5IjmQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=e326b0ff&idc=my2,0,lU4PJQAAAACOV4AEeERJl-yievH_HBssDk5saUtB4a-CRNsc97Qklg,80,2736,100.00,3122.83,PHP,kikay26.finds 🎀,kikay26.finds,1734810555690551128,1734810555690616664,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/09568cf36c644d10b3e53f33670c3e5d~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&t=555f072d&ps=933b5bde&shp=e326b0ff&shcp=3c3d9ffb&idc=my2&from=3810963711,Default,"Vitami PMS Relief Gummies 12pcs – Chasteberry Herbal Blend Supplement for Period Discomfort, Dysmenorrhea & Mood Balance",
1784465243,0,0.20,8071638391948412348,True,585102658243757500,AWAITING_SHIPMENT,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-giso/192d1636e8ca246e4755317bdb1f04d9~tplv-tiktokx-cropcenter:1080:1080.webp?dr=14579&refresh_token=54e07b0b&x-expires=1784635200&x-signature=p73eYLwmyrsbziND0auQWvQopFs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=e326b0ff&idc=my2,0,IQI3zQAAAACOV4AEeERJl-yievH_HBssVtFENlhhJa973InqdQ9-nw,235,619,72.73,27721.83,PHP,docjulss,docjulss,1734810555690551128,1734810555690616664,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/09568cf36c644d10b3e53f33670c3e5d~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&t=555f072d&ps=933b5bde&shp=e326b0ff&shcp=3c3d9ffb&idc=my2&from=3810963711,Default,"Vitami PMS Relief Gummies 12pcs – Chasteberry Herbal Blend Supplement for Period Discomfort, Dysmenorrhea & Mood Balance",
1784465243,0,0.20,8071638388965476005,True,585102591463753381,AWAITING_SHIPMENT,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/aef2b7de8182bc323b24961a1d6f3437~tplv-tiktokx-cropcenter:1080:1080.webp?dr=14579&refresh_token=23a94f3f&x-expires=1784635200&x-signature=BB2cu9A42dwTtk4u%2BwqSk53CfBk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=e326b0ff&idc=my2,0,n-7DqgAAAACOV4AEeERJl-yievH_HBssILsihhFSszimE7C6UdsiIg,35,655,100.00,296.05,PHP,Bright Side,takethebrightsideoflife,1734810555690551128,1734810555690616664,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/09568cf36c644d10b3e53f33670c3e5d~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&t=555f072d&ps=933b5bde&shp=e326b0ff&shcp=3c3d9ffb&idc=my2&from=3810963711,Default,"Vitami PMS Relief Gummies 12pcs – Chasteberry Herbal Blend Supplement for Period Discomfort, Dysmenorrhea & Mood Balance",
1784465243,0,0.20,8071638366395073918,True,585102451312461182,AWAITING_SHIPMENT,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/46569c30f441a74df54b0fffd62cc03d~tplv-tiktokx-cropcenter:1080:1080.webp?dr=14579&refresh_token=539cc543&x-expires=1784635200&x-signature=oPJJCDLBGr4SzC07FONY4Ggq7kU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=e326b0ff&idc=my2,0,GYM70QAAAACOV4AEeERJl-yievH_HBssFlRBGDhvq_ndUWerr93wxQ,14,460,0,2856.46,PHP,Reyuuu💜,its.reyuuuu,1734810555690551128,1734810555690616664,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/09568cf36c644d10b3e53f33670c3e5d~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&t=555f072d&ps=933b5bde&shp=e326b0ff&shcp=3c3d9ffb&idc=my2&from=3810963711,Default,"Vitami PMS Relief Gummies 12pcs – Chasteberry Herbal Blend Supplement for Period Discomfort, Dysmenorrhea & Mood Balance",
1784465243,0,0.20,8071638374010553831,True,585102451286902247,AWAITING_SHIPMENT,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/8509703622cab40a8fa1be315e181d66~tplv-tiktokx-cropcenter:1080:1080.webp?dr=14579&refresh_token=08e68fb1&x-expires=1784635200&x-signature=b5qi4D%2Fym0VZ997GhJBgAtEwu4U%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=e326b0ff&idc=my2,0,dZhWIwAAAACOV4AEeERJl-yievH_HBsst4AvKMzOb5araDIP_o8Rog,623,19581,95.33,258076.81,PHP,Echo_Findz🧿🪬,_skurpyo,1734810555690551128,1734810555690616664,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/09568cf36c644d10b3e53f33670c3e5d~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&t=555f072d&ps=933b5bde&shp=e326b0ff&shcp=3c3d9ffb&idc=my2&from=3810963711,Default,"Vitami PMS Relief Gummies 12pcs – Chasteberry Herbal Blend Supplement for Period Discomfort, Dysmenorrhea & Mood Balance",
1784465243,0,0.20,8071638370412300272,True,585102415394801648,AWAITING_SHIPMENT,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a2c71f4a66c24ffa1f9ec23b35ca76bd~tplv-tiktokx-cropcenter:1080:1080.webp?dr=14579&refresh_token=a43ebd9d&x-expires=1784635200&x-signature=tJjKf2fTRidn2jxD%2FOxHtAxjCyI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=e326b0ff&idc=my2,0,qLJkjQAAAACOV4AEeERJl-yievH_HBss9ImDUKQLDy3V1nqoxOaZqg,139,10999,95.38,91213.65,PHP,dhay,didaysatur,1734810555690551128,1734810555690616664,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/09568cf36c644d10b3e53f33670c3e5d~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&t=555f072d&ps=933b5bde&shp=e326b0ff&shcp=3c3d9ffb&idc=my2&from=3810963711,Default,"Vitami PMS Relief Gummies 12pcs – Chasteberry Herbal Blend Supplement for Period Discomfort, Dysmenorrhea & Mood Balance",
1784465243,0,0.20,8071638368646039353,True,585102401791362873,AWAITING_SHIPMENT,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/9239302832f751fc97d61f90a9cf1bb7~tplv-tiktokx-cropcenter:1080:1080.webp?dr=14579&refresh_token=0b88ab75&x-expires=1784635200&x-signature=6BMZM3edXgXoteLh1x%2B1aH1USiQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=e326b0ff&idc=my2,0,fREmYgAAAACOV4AEeERJl-yievH_HBssK5xT9eiOm7DnzBtzXR_CmA,375,16991,98.78,431741.47,PHP,ᴍɪɴɪ ꜱʜᴏᴘ 𐙚,_ihyrraaa,1734810555690551128,1734810555690616664,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/09568cf36c644d10b3e53f33670c3e5d~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&t=555f072d&ps=933b5bde&shp=e326b0ff&shcp=3c3d9ffb&idc=my2&from=3810963711,Default,"Vitami PMS Relief Gummies 12pcs – Chasteberry Herbal Blend Supplement for Period Discomfort, Dysmenorrhea & Mood Balance",
