handle,found
gioandreiv,True
jeanleanne.suarez,True
vinculadojam,True
renzoenzooo,False
thatsjemmy,True
shaz_nae,True
jehu0525,False
saharabeautique,False
ariasegui_,True
lhoraine12,True
kiaraaaagumbao,True
mrs.mirabuna,True
thumbelinnah,False
pabadlongshop,True
aerieltria,True
patttpescador,True
momofkurt,True
jsmnalano_16,True
jajapcngrc,False
blaircaramel,True
mommyclaire_05,True
_havenfinds,False
notbossprince,True
got_affiliated,True
the_shades_guy,False
itsella_finds,True
omgjaniee,True
rk.francisreyes,True
julian26666,False
louis.arvin.lucas3,True
goodiebhudie,True
kitzkee1993,False
mimistindahan,True
gracy_shops,True
cristellovesyou,True
marvincastro115,False
tiktokpaydaysale_,True
clarizzabutlig,True
iamangelatobias,True
urlavlea,True
sukilabss_ivy,True
ate_nc,True
raneljohndepamalloabanc1,True
grwthzonebyj1m,True
trish_trend,True
kennnnito,True
mlvnruuello30,False
papigalang,True
dbestfinds,False
yumiekyut03,True
jrzkieazares,False
j.j.tiktokshop,True
itsmedonnroca,True
cgb02shop,False
sammylicious04,True
allabouther09,False
cjdemejes,True
kfulgar,True
jielyn.d,True
ms.rayali,False
superheass19,True
whateverdaniii,True
rhose023,True
bcmaliyv4sb,True
liveadminwatch,False
arkichi,True
itsmeroxyyy_,True
miecca.estrera,True
cjy.vrgrqt,True
wendy_maey,True
pinoy.x,True
te.yuuuh,False
aiaideas,True
davenocon,True
spider_fit11,True
mommyjiliandg,True
jaxzyboi0,True
mrs.ople,True
hero_orek,False
rising.5,False
rduane24,False
lloydcuevo,False
marryjoydechavez,False
sweet_obsession08,False
tiktokshopglobalgoods.ph,False
nn.zl,True
mommylynandbabytali,True
yo.han.au,True
lilyaungon.fashion,False
kirztennilo,True
geynievehbaquiller,True
anzki24,True
jaia.finds,True
jessfinds.ph,True
almz155,True
mfnitro_,False
ms.zeb23,False
notasaintnina,False
_emsseh,False
xo.dollc,True
katsuki.jt,True
lianavee,True
justt.jaraaa,True
arcsin_26,False
gell_tv,True
cammeong_,True
skincarebyruzz,True
shutiiifinnds,True
changeandbunso0417,False
buzzer_0301,False
melfierce.beauty,False
krecos,False
yinyangelaii,True
christine_grace05,True
maryclarence22,True
jhaybueno0,True
heyangeljl,True
4reumina_,True
mursean,True
riverajay30,True
stark2wavy,True
rcdazrosal,False
mikayyyy25,True
ronnietizon_,True
acilegna2231,True
miss_deliciousness143,False
thaddeus868,True
amatusdonna,True
monshopph,True
jonassalberto,False
chenagutierrez1,False
xiaomeiasmr1,True
marengg1997,True
bayaw.motovlog,False
cetaphilph,False
ianrycemusic,True
jule.drl,True
denisaiiio.o,True
joymayanne,False
shane.evangelista,True
mommyalley,True
giren_tiktokshop,False
ph_reco,True
thegreatjimmm,False
leizel.4nn,False
hemochi_shop,False
stylehives,True
itsmeprl1,False
affiliate_kagenou,False
leadumanlanglirio,True
francis.aer,True
kuyajogsbudols,True
supremomarcus08,False
aldancajefe01,True
mommy.jenica,True
cutietinni,True
baby_rohaan1,False
mrs.quimbo,True
marbsh,True
cookieqow,False
jenasrdy,False
christinepalao,False
febbiekatecatimbang_,False
krishawong_,True
sandiopbbpbodegafinds,True
rayne.recos,True
_roserecosss,False
nikkomannn,True
jo.ed30,False
smileyygee,True
mamaandkaia,True
the.bae.fam,False
jelomeee07,True
gingoriacortez,True
trixiamaybeato,True
franchezkaalthea22,True
vanaalluadshop,True
jayxxon_mc1993,True
jn_crnt,False
zayden.crus,True
joel.camposano,True
veinillia,True
lvtecnologia_,True
rosant_denn,True
unseenclo,True
dear.iya_,False
maryjanesocorro,True
mamma_alma,False
trexie.flandez,False
glamupnook,False
jeypy_pol,False
s1yannn,True
maejalossy,True
iamjccarbs,True
louielancetv,True
simoneonlineshop,True
outfit.trendz01,False
aleihs_0925,True
bossrickshop,False
kuyanhardz01,False
annhomedecor8,False
kie_finds,False
licelmercado1,True
alwynmanalang,True
marithetarroza,True
mark_isorenaaa,True
masterfinds23,True
unfilteredlifeofkarla,False
recosbysophia,True
knj_1688,False
caprus_fitz,True
princequino15,False
elysvlog0203,False
norhaekajgnopmag,True
florameboholana,False
josh_dlbtn,True
momsh_mae,True
quin.888,True
noypax87,True
mommyleng_reco,True
angeli_tdlsn,False
ntshinr,True
soysadao,True
mauimu,True
thiddengems,True
shy.yassy,True
shoe.teaa,False
nikolmochi,False
mommy_ikay_trendyshop,False
thegreatchann,False
mspufffx,True
jennyb.bansil,True
alliyourshop,False
yelo.archives,True
merrysbasket,True
r.jamesssssssss,True
mjshop_store,False
ljnnn_shop,True
_zicaecue,True
pantenephilippines,False
kiaranotshara,True
john24r,True
mrkjoshuabuan0,False
im_castleaa,True
haelnaga25,False
cristianjame6,True
tiktokcollective6,False
queleyyy,True
febebongato,True
solidyanpar,False
khloikhloi,True
mommy_jm27,False
calixshop18,True
ms.leyclicktocart,True
madzam_jai,True
bethchangdulcero,True
yuandawi,True
wananahome,False
zai_verona,False
babyallison,True
recosbyaileenn,True
c.angelaaaa,False
ladymeian14,True
.sherryrose,True
mimigardose,True
mommymicaela_,True
rmza_22,True
kyrathelion,True
kate_lgsp,True
noemeat,True
katejalipa11,True
khione.recos,True
naenaelars,True
bhogzzjollanes,True
user4087383616804,False
sanjoe08,False
sanjanah_shop0110,True
engr.mercy.bless,True
pantinoplefam,True
miminggyrey3s,False
warmmusicx,False
stariphonecase,False
titosky01,True
carloragon,True
krisyeah_19,False
urf.leviragudo,True
rosecardenas_,True
dkayshop0423,False
getchicx,True
khaliyace,True
cha.lacsamana,True
msxchinnn,True
geminifindz,True
aestheticbyzel,False
mscessyluna,False
msdimple_,True
clawie.13,False
sralphlim,True
miaaffiliatehub,True
sheeri.may,True
findingdm,False
teacher_eloizzahfinds,False
prtty_lean_,True
shawariwap_,False
vayla_rae,True
madeinheaven1003,True
vandark13,False
menchmoreno_,False
ryan_canedo,False
itsme_rahimdumaan,False
itsmommychen,False
brokenbraincells_,False
its.ur_lunaaa00,True
onepercent_lifestyle,False
lyckie_u,True
coolass_0.7,True
legit_shooop,True
heychini11,True
paxleysaint,True
ekakb381,True
motobooo69,True
apshop_,True
kathyyane09,True
musexclusives,True
jocelyncastor22,True
gailwanderingchina,True
paraporyou,True
twitty1129,True
mamshielaa,True
bloomwhiteonig,False
lj1120398,True
greyolshope,True
jdshop0403,True
d.gerald,True
lennox.lebrone,True
joy.allena,True
oreoostr01,True
ashlyndlg,True
_khlitreco,True
_mmrls_,True
jappyferrer_,True
kristinejoymesinas,True
mommy_heys,True
kuysnujnujfinds,False
hanieshopping,True
yna.recos1,True
ghiancastillo,True
jazz_findss,True
recosniprincess,True
sweetsixtiin,True
_unopao,True
runbeer,True
nicole_lbln,True
skibiduu_,True
itsmeashley_94,True
elitrends_,True
officialhanneyyyy,False
thirdyyyyy_07,False
crystal.diaries,True
jayfeesfind,True
ceediee.09,True
kingjstn0,True
_adriangie,True
bossrinongtakot,True
ricjameschua_,True
kimmyfinds19,True
daddy_japher,False
keazeldb,True
recotrends22,True
ig_japsjtp,False
tk_finds19,False
faithlagsss,True
edwardpotestas2580,False
maica.basket,True
directbodegaappliances,True
xevxeev,True
mannixcaranchoofficial,True
kitkathie13,True
aiyhennn,False
engr_jers,False
ediiee120704,True
__aryne,True
rerefinds_ph,True
juantamadpiggery,True
kylefitss,True
tiktokfindss.phh,True
jixxfinds,True
dksz12,False
gretachen_,False
mariafedooc,False
kshiei.finds,False
vern_shop12,False
ann.finds,False
team_kasambahay08,False
05garutay,True
rnd_shop8,True
kimmyy.recos,False
affiliqueeen,True
ren_675,False
jodeaa_,True
kimaya.dc,True
domine_collections,True
kailaborresuy,True
leanneee.s,False
thesecretshoppe,True
nextfit0,True
atb_shop_ph,True
markyermac,True
ms.d_recos,True
moonlitx12,False
zeansy_1,False
enen_2001maldita,False
gokodomingovlogs,True
mhaine_94,False
aemerielly.docollan,True
zonlyn,False
clickbasketshopping,False
clari__q,False
panotesjerome,False
bonnalyn21,True
iamclarencecastro,True
eleonorberon,True
barbiejane_05,True
montiza0,True
yumisiangco,True
itsanayu,True
eleynyay,True
arcyhere,True
eyahxviii,True
lorkenjimenez,False
michaelnazar13,True
tactical98,True
juliettejen,True
miho61920,True
ytekfinds_,True
renanbalasian17,False
vienvren_10,True
ehrrien28,True
ateanna29,True
ea_shop25,False
ky.ayen,False
affiblitz.jc,True
kaiden_shop27,True
momma.kim342,True
dailyfit_ph,True
titamoyanie,True
trishaatamayo,True
mycafindss,True
lazarocoleen,True
lanceadvin,True
jakemarlongreta1994,False
obettrancemercado,True
oceanblue290,True
thelittlethings_05,False
russangss,True
sazaraa,True
giannike_stationariesss,False
kylonbljs,True
katfindsph,True
twilightabcde,True
lexshop09,True
guevarra.jear,True
msclstudio_3448,True
shopandchill_ph,False
amirah_aleyah,True
himayafroi,True
notkurixtee,True
jayden.pediego,True
salezoneph,False
natzpn,True
icarusyvano,True
nnvcnttt,False
sukrettoyohanesu,False
borg.gggggg,True
missmariestella,True
ishaq_fits,True
longxiang.deng,False
boss_reddd,False
iam_juliusmantala,True
quianna061425,True
enialalmazon,True
zaffer94,True
arbe8970,True
nyrx17,True
ellaiblsxtc,True
tall_dark2,False
ron.estre07,True
villegasraidel,True
radenpangestuprawijaya,False
sicknganii,False
rixalfs4,True
melaanz,False
micamallowsmaya,True
unknownwellk,True
ongiel,False
trshcvs,True
juliepabelandoarzobal,True
viral_cart44,False
pauleendelrio_,True
kuya.ko49,False
rosedelemos,True
jesrieljareol,False
agshopapparel,False
berlinshere,True
shiela_leuterio,False
jhenbellobombase,True
.armhea,False
nhikxtv,True
missshella20,True
ivyyvon,True
realestmackyato,False
princess_thea14,False
bblovesyrha,True
product.philipine,False
chibups,True
pat.setup,True
sparthans_m3,True
jeee_sh,True
chinfire24,True
bob_eyeseeonig,False
recosbygg,True
cheriepie00,False
zensetup26,False
hanieummiqueenfh,False
liamfnds,True
ashi_natividad,True
itsrhandiemae_recos,True
gkcinco,True
geetechreviewsofficial,True
mabhel_caparas,True
alexsashope,True
amarashop1199,False
_queenkea_,False
its.meyanna26,False
userdae30,False
camilleprats,True
brendaak26,True
luneorii,True
tireycee,True
sismeowieee,True
edelynbuhawe,True
joevan.romero,True
laizza.14,True
jaslynmartinez3,True
missyvaugn,True
steffdelgado_,True
lindsay_recoz,True
nardo0525,True
veronvelasquez,True
celeste_grace6,True
goodthings4633,True
msnicoletolentino,True
ajdvlm,True
odeth_marie,False
amadsdion,True
esbennnnfinds,False
elythe3rd,False
choychoice6,True
my.jdm29,True
pnkncrn_,False
eyrishjade,True
mjaerecos,True
mspearl.lynnn,False
its.reimarie,False
maconlinestore,False
hennehmerebeh,False
mrs.sotnas,False
vario.bruno,True
elishatanofficial,True
heyemmm,True
jeanettectutanes,True
glo5541,True
eurice_2,True
betchayvillas,True
starmaxshop,True
campbudol,True
darylbanjao,True
soleilfinds_,True
checkout_recos,False
callmeseph__,False
dinetrends,False
katmndzonig,False
ssob_ferdi,False
kaibigangosomotovlog,False
trinidaddrake,True
fetumamao,True
joviralyn.22,False
_giansaito,True
csrakiko1,True
lunaxxvi_,True
delacruzivy0,True
shopsmart652,True
rhialyncornejomangahas,True
michelleloterina,True
itsme_shuu,True
ricasoi7,True
milesmrls2,True
itsmommyvai,True
gingz_shop,False
edzmelendrezferrer,False
thebestunderwearr,False
mommyellacomedia,True
itsmececille_17,False
dags.07,False
mjkhyle25,False
juliesaldecagape,False
daviddomanais,False
mary82398uo,True
chescabrera,True
kathmarcellana,True
own.a.thing_clothing,True
shyyshy4,True
gigiiifab,True
firefly_finds,False
techbyron,True
mngtany,True
jhaixiedump,True
ayenv7,True
ninangtriz,True
leeex_2,False
taroroyproducts,True
yvhirshi,True
janahstore.ph,True
jeffcanale,False
y9pz81eaf6,True
keven_l.salve,False
entayce,True
kuyaferdz_,True
madonajii,True
mackenzievarquez,False
mzaynlcdscreen,False
prettygirlsprettythings,False
s.i.m.e,False
glem_214,False
mommyninspo,False
ctrlaltming,True
isyoboyduke,False
julscoloredd,True
mintchocaurr,False
islaaria6,True
sakalam_andrei,False
marybautistayt,True
darsbudol,True
kengiecake,True
jassendavantes,False
explorefitswithme,False
offlum1,False
riszel18,False
angidecastro,False
mommy_deve2.0,True
welldress6,True
frellyfinds,True
mymyshop427,False
urdailycheckout,False
ballerschoice24,False
irishee26,False
andeee_12,True
_ruts_affiliate,False
msgrace14,False
angelicabright14,True
karlayasiscaringal,True
kuys_nely,True
chriskaiii,True
serogag,True
katrinenaval,False
jp.copones,False
carinatapiador,False
mn.escapes,False
yuwisteriaa,False
mommyja0407,False
nostalquia,True
eferangao7,True
raniel_tiglao,True
fearlessbyrone,True
maicapaguiooo,False
winkxph,True
aden_0809,True
miyuki_primo11,True
kuyanonosolera,True
chamiegurl,True
asdfghjkimmyl,False
francinexchuaa,True
el_qhapithan,True
paoyamson,True
raretrend,True
shopwzel,True
angel_rein4,True
jalois06,True
tinderongengr,False
mamamaebudolfinds,True
rencelfinds18,False
sirbeerus00,True
eiiixel,True
joanlesley27,True
.gail21,False
goodhabits012,True
farawayaffiliateshop,False
jhonggaerlandg4,True
jayseeeu,True
renrenrmg,True
itshanamazing,False
baribariiih,False
cgeulen00,True
hazelvillaganas,True
its_zilyn,False
artikulouno44,False
x_finds8,True
its__ekka,True
janailah17,True
bebeloveshop24,True
angelfindshop08,False
ryanldasas0413,False
mairaevasco,False
emsclothing.ph,False
rcsanchez0618,False
jelang0127,False
itslalune,False
jommelshop,True
goodsourceshopping,False
vonnedesan,True
anyaaforgerr5,False
zorenhandig,False
tincaliwag,False
kiertiktokshop,False
charmmhyschoice,False
pantra_tech,False
rgnalyn,False
gilrosarioo,False
vinesvlogs02,False
chinoni29,False
onlyformybp_,True
embautista_motoventure,True
zanezoe0626,True
waveee_papiii,True
kimmmyyy013,False
jastyle_21,True
ravi.dumdum,True
jezurates.affiliate,False
harveyyyy_00,False
lhemfami,True
its.amplayojudy,False
kennedyfiel,False
.savageshop,False
titamargsss,False
celhynsison,False
darrecos,False
kuyajclothing1,False
rubee.03,True
tabibingleoncio,True
kikz_neves,True
pinklily.ugc,True
shinra.1996,True
mommymhyer,True
gyeoree,True
nanaygeh,True
vianzkie90,False
digit_files19,False
biah.f1nds,True
rosie.annie777,True
sir.ninyo,False
noovaintme,False
pfashion11,True
colmemaybe,False
the_nicstify,False
suci_nzl,False
caremedyo,False
esnyrrr,False
melody_santiago13,False
iskatttt,True
bernadethdeinla7,False
bosmofficial,True
micmichaelaaa,True
tyn_nay,False
elrush17,False
kwens23,False
sjmavs,False
mgailawnimalby,False
pretyy_shina,False
cristlemempin,True
mrs.olarte,True
joycecastor22,True
mommybibi_shop,True
bkjd_021,False
dearcharito,True
iamsav1015,True
eunwo377,True
mommy_normie,True
yourstruly0407,False
dbafindz,False
shaishybells,False
marff.orjel,False
mrm6911,False
lovemagos,False
redeemanas,False
charmmmdp,True
sunshinemendiolaa,True
braven_shop,False
tipidsale01,False
buy1take1promosale,False
azel.not.hazel,True
nooby_0421,True
itsab.wint17,True
gailll29,False
trendinguniquefinds,False
ailshop03,False
lumairegunita,False
.enajmnl,False
bernadetteloise_,False
carttr1p,False
azirazednalf,False
kai.villafuerte,False
rowenlandicho,False
juvy.b..waing,False
bie_db,False
momshieghems,False
ciilezz05,False
tipid.station,False
ivyshop16,False
masterm_02,False
mariel_io,True
mrs_miclat,True
mariyah_jq,True
jasheil_,True
lalypooot,True
iam_matthewjosh,True
zunshayne,False
macrenshop,True
janamiday,True
paul.agsaoay,False
marionelph,True
paozaffiliate,True
streatnationph,False
dexterwabinabibera,False
lovedion_,False
kuyadugstiktok2023,False
crstljde,False
just.nica,False
maidenmio,True
paknerrrs21,False
yanasanmateo,True
kirstensoch,True
_cjheyyy,False
anya_uuuuu,False
ntrends1,False
tiktokfindrecos,False
yhen.26,False
angeladyosaaaa,False
moon.jll,True
saidatinguinoo_,True
rocelreyescruz,True
itsmekairiii,True
miinzuuri,True
mayegncls_,False
daisypenalba20,True
_aimie.m,True
dailyfindshop00,True
leleyspam,False
recosby_zel,False
missjazgarcia,False
shania_trendyshop14,False
egtrendsapparelmain,False
cat_hieee,False
ms.lyssa10,True
dreavalvrz,True
triciashopp,True
faceless00981,False
ce_sanch3z,True
_yelshop,False
bjc_0304,True
jlp_1903,True
recosbyme06,True
dideth11,True
_khiafinds,True
jypyooo,True
saijem528,False
mimajane15,True
katrina_halili,True
kzgrmn,True
mamitinetin,True
itsmesasha,True
ainahassanramirez,True
ateabbyph,True
besimple0326,False
elleeenn28,False
fhel702,False
jaydee_0282,False
jessica.mercene4,False
findsbyjeenah,False
heydricktd,False
swelas77,False
mxc.o_o,False
bem0668,False
matchalatte.570,False
bellainmanila,False
ymaya34,False
lenyml19,False
naplorica,False
joannajadraquegom,False
jssljuly1996,True
allyza943,False
kairovalenn,True
gfnilan0,False
margerreyacha,True
iampapicharles,False
javi_zana,True
juhlialu,True
szafindszx,True
michaelromo88,True
marianne_alcantra,True
atasheeee,True
glammboxxx,True
love_28197,True
missqueen_1101,True
emgiedimaala_,False
shoppers.legittambayan,False
xavyy_finds,False
affordableshop2026,False
ekitkath,False
agentxegolifts,False
rosiel868,True
veryshopsy,False
beautitrendz,True
flawlessskin23,False
pawsderhuncho,False
.yourmaria,True
bella_080415cb,False
jealyn_13,True
rosmartan.fitgum,True
christinedapugo,True
dysglalapipil,True
mamajoandsharinna,True
hyaseeen,True
yang_ja0,True
furmomtindahan,True
_tessa.montilla,False
dakiladiwata1,True
danicatgsp,False
iamjiabueno,True
nero_dimacs,True
tiendavienna2nd,True
jazzxt__,True
anverfinds,True
blezzeealmazan24,True
bosssjun,True
itsannemei,False
natnat04133,False
raizo_l1fts,False
gandawn,False
misspammy__,False
recobysarah,False
rubbijean,True
mommyniseiah,True
dharbudolfinds,True
michaelamarieechipare,False
sheyfinds1,False
bonita_elsa,True
kingjericcruz,False
user78830059437765,False
ynieahkhoo,True
hearts2.jee,False
jolejolevlogs,False
francine.lu,False
kaleidoscopecontent,False
supp_life,False
familyloveandcare,False
larry.alvarez_14,False
mgamamako,False
findsbynb22,False
_freddieuniverse,False
recos_zera,True
crisrubio,True
banz4500,True
mydailypickss,False
gellidebelenrivera,True
eyankarlflores,False
chichi_gandaa,False
crucifiedheart1,False
ugc.bernaa,True
_daraxsan,True
suzette.cordero,True
ellaceq08,False
aintperfect.2,True
majoypalustre,True
helloitszy,True
harvie485,True
rye.rye782,True
moon.sun_888,False
dah_tiktokshop,False
itsmerhea027,True
new.tiktokshop.mar,False
gihli.selfcare,False
moshi00128,True
crmlcc_1,True
julydeiparine8,True
alexafinds1593,False
djdennis.geralao8shop,False
mvcshop,False
shaw_0150,False
mreab08,False
urmelobabe,True
judyfam,False
buhay.ni.johndave,False
inti_hilmi_inshi,False
xoninyaa,False
secretly.teo,False
jmtcachero,False
budolfindsbyrae,False
joannacasquejopoyos,False
mitchangfindsph,False
jayson.lao.saclet,False
shesenta,True
jolenxbudol,True
angelicamalang19,False
rb_timoteo,False
ms_lhyn09,False
adultingnatayo,False
tepandzebbysmom,False
saicee188,False
centsthetic,False
mayserrano06,True
shopping.com257,False
cres_shop24,True
bibyenheysel,True
shopwithjoah,True
irnm_05,True
mrslykanape,False
aldrindelanotumpalan,False
rachelmcollection,False
zyreco,False
fifthsolomon,False
jhlzen,True
yannieee211,True
super_discuento,False
sheeshhgods,False
derekshop_ph,True
christinejoyaaaaa,False
engr.jubileebernandino,False
ftmmd07,False
ruvieann_co,False
yourdream.finds,False
just.merakiii,False
ka1zeeeenn,True
czarrrrina,True
shiappingnow09,False
mackey1967,True
limjessamaefernando_,False
petsandhomies,False
selfcarewithlady,True
chapuset0824,False
ampbudolfinds,False
urgiirl_lyn,False
gorgeousm.shop.ph,False
inhaler.ai.budol,False
yourladyazney,True
davidguison,False
kylie.blisss,False
littlemisssssecret,False
itsmemiri0,False
pinaybeautytrendshopuae,False
jeneewax,True
jmanobo,False
vinnie_booksss,True
nhic0lee_,True
matcharaps_,True
itsreignnn_,True
sofiyuherin,True
yannnnn_cs,True
nicole_sanjuan,False
caiiiyy8,False
m_thingsss,False
cae2h24,False
sephmaine,False
ayosbumilikana,False
claire_reco2,False
kkylenri,True
shiela.0018,False
kuyajuanph,False
biasongjohnsan,False
rainkian0901,False
yzelle.rei,False
whosmaryhoney,False
kopikakes,False
abc.xd,True
vijeyromero,True
lebyang88,True
dokrekta,True
calliopeaomi,True
fitgurufit,True
gailhepertorpaz,True
nicole_shop4,True
milca.torres_,True
kabutesatabingilog,True
faustosisters_519,False
kyagrvc,False
mwa.lexa,False
gwenbeautyrecos,True
dal_b02,False
lexyss_finds,False
krizamaecaylaluad,True
nathanielpesic,True
alyssa.carrao,True
00009maica,False
yourgirlrecs,True
trendyfinds016,False
itsmetessaaa,True
godneki,True
loudelacruz_j27,True
trendingintiktokph,True
itsavaa29,False
zachzachyyt,True
tepsykills,True
maryjoybacus04,True
christineee.xoxo,True
lorie_annie,False
gigi_adultingengr,False
tiano.tagabi,False
beautyfindsbycleo,True
iammspiaaa,True
supportaffilliate571319,False
angelenejoves,False
jovethmangali,False
lyzzdlrsr,False
mahvhic,False
keltec.who,True
kathugcaffiliate,True
yuji.salvatore,True
thereismae_ig,False
shopwithmamajo,False
maryanneeece,True
zekequillang,False
kuya..ian,False
mommyjoanne06,False
kazmirra,False
yeloxxx_,False
sashasdigitacreations,False
maumau1833,True
tuesdaybars,True
joanna0602,True
rerees_mom,True
forwhat145,False
budget_basement,False
carlyn598,False
jukslanshop,False
m.pacis03,False
mrlgnzls28,False
jhentiktokfinds,True
narsjohnph,True
paindemiccc,True
kimyeo26,True
nshjhpz27,True
_aimashopbabe,True
mommy_ri4,True
osorio_412,True
jesabelbalermo27,False
iyan_recos,True
yanna.yanush,True
mihan.romaguera6,True
jelettesotelo,True
ot_464,True
lynngarciatapia22,False
seidenbaria,True
itspat_14,False
cessyyy.af,False
lovelydimple23,False
maricarshop19,False
luxekidsph,False
jeysilverio,True
ricky.altarejos,False
auntiek1m28,True
dreyfinds1,False
fhaye_261,False
wayouthrift12,False
iamclaudineca,False
jenniferbanaga03,False
ldcml30,False
docshashamd,False
affiliatebystacy,False
kehlanifindsx,False
babyvon138,False
nilolicious,True
najafinds,False
recosbyarrah,False
melnsaj,False
unicayuness14,False
mark.agajan,True
chocxznut,True
jxgxgkxkhxhk,True
samdeukiee,True
aichaaaaaang,True
kuyaarris016,True
jjustfel,True
ajpan055,True
healthylooksguide,False
michells152,True
leahgregs,False
dailyhustler8,False
generous_gorgeous,False
micah_wtf,False
_allylicious,False
mark.go25,True
balaga1213,True
cuntyd,True
themaningas,True
itsmeadi23,True
shaaaafinds,True
lee_chenazu,False
itsme_chanmae22,False
hopeglowforever,False
dhaybilan,False
carlos_miguel1029,False
healthylayp,True
eyaaangg1,True
mindorenahoops,True
markkalix,True
aivanbomboc_,True
matchosandfam,True
shylo_trendy,True
jeanshop688,True
tiktok_beautyshop_ph,True
xyrah_xyxeth,True
rheicreates,True
regehm_10,False
beni.check,True
leigh123021,False
mrspena8,True
abigailtoriaga,True
sylvia20026,True
yo.gurlshy,True
jennylyntremor,True
seniorhealthph,True
renuelpioquinto,False
monshop.ph,True
jardicelauramaezy,True
missriiiiii18,True
kapalkilay05,True
ser.geybin,True
jhoanbeautiful,True
donnashop326,True
carlynskincare101,True
gwenzamora_,True
lucky.shps,True
.parodyking,False
goldareserva2,False
marites.fuentes14,False
decko_tum,False
chewstark,False
cymirando,False
anjj1128,False
affiliateshop080,False
aaeejjayyy.08,False
a_dashofglam,False
itsme_yengfinds,False
odetttepm,False
lrry_ll,False
mommyabig,False
withlovemamamia,False
tarontamatawmanungl,False
mitsbelle,False
louisemm08,True
patriciashop12,False
tin_montilla,False
incognitocravings,False
johana.jannah2410,False
dumpyreyn,False
frincess.sebastian23,False
peakleaf.health,False
vhogzz05,False
marjmaroket,False
samjohmg,False
genjoyfinds,False
vah2990,False
rhanazedelara,False
cleisorns,False
addtocartnateee,False
cathycadion,False
buypopperdeals,False
haven4rizz_,False
mommy.erich,False
nelzednem,False
budolsfind1,False
sk_ange,False
ahrisaints,False
pandachii18,False
bhebhesayson,False
iloveeeeyoubabe,False
ehraamuraocabilangan,False
nenejean26,False
lovelyann.shop,False
r.shawp,False
lyndonph,False
jnsscrbll,False
tatayangelnanayeula,False
sowmfo,False
nycabernardo,False
stre8596,False
jhen102014,False
ronnxx_21,False
ongaileen,False
liannexeri,False
ea.mae_,False
affiliatesmktg,False
cmcapuchino,False
loveurfinds32,False
langgagail,False
mchanzzzy,False
barillarich,False
cycy_183,False
noimenieva,False
kevinlumag_4,False
paulotolosaaa,False
mariefinds53,False
anhourah,False
dodoykabueng,False
iamkatryn.co,False
iversonsh0p,False
euna.xcs,False
murangitems16,False
itsn.t_jessa,False
kissedprl343,False
eleyaretees,False
meafinds_27,False
anneremigioindaopher,False
tinx.belle,False
outstyld,False
lykagaa7,False
marineth_p,False
robinnjuanillo,False
casheen_shop,False
crizzy_09,False
jalimfit,False
daynexsantiago,False
cinzie_belle,False
flashsaleofficial,False
jomharjimenez25,False
gerlie070814,False
yhelle.shop,False
mjshop11,False
mommynibailey06,False
millenialmompreneur.ph,False
vanfitdaily,False
mamiichay_21,False
elladavuet,False
dyemsrr,False
munozissy0,False
horizonl24,False
khylatuazon_,False
itsmekarolinaaaa,False
furmombbyshop,True
sulittiktokfinds01,False
sacoyutamulan.sho,False
phakztv,False
ms.roseane_official,False
willowandwolfie,False
missallyyyyyy,False
bravocoy18,False
c.cfinds21,False
misspinaypay,False
alagangtama,False
auejelly,False
tf_jann,False
n_n.ugc,False
rv.son.oh.gong,False
gabbi_notme,False
doctordelacruz,False
maefindsz,False
iamsofiaganda,False
jolensbudolfinds,False
mommy_neri,False
zeniazenn,False
nigelcaden,False
mrsoreopepper,False
yandereefinds.shop,False
xianah.lopez,False
itx_seixkiii,False
mlbm93,False
ms.erikaaa_,False
marylou_dacara,False
shp_me1,False
kingikeike,False
belaestheticfinds,False
btyndhlth,False
raylee.ashton,False
charexurvsc,False
maelrecos,False
hanemieranises,False
anjc_csxs,False
janyl_brnrd,False
recosbyjake,False
healtokbymusixan,False
ren.slgao,False
legit_affiliate2,False
jv._.2006,False
mariambailan09,False
jiaups_online_shop,False
manoydabie,False
jomillericamatata,False
kyle_arjay06,False
ashelyvein1,False
checheshop8,False
agsdaily,False
rose.shop01,False
nyukiefinds,False
ericdelacruz88,False
mr.jepsy,False
chiefer.bridgitstones,False
juderlyn4,False
love_debb,False
markdmart,False
bigsalefinder,False
lovelywenceslaomalazarte,False
liyaha.hm,False
labravo08,False
jdahpepito,False
kleanpapi,False
doc_ivy,False
jimny.ud,False
adeladoria,False
glynissmaruh,False
yellowph5,False
itsme.janelashh,True
teyarivera28,False
melaniesm_25,False
gwynmarie,False
anneah_b,False
avacadabruhh,False
aljunmendoza,False
ghangzke_1322,False
kurtfernadez0,False
mama_joycie,False
chelsie_bin,False
lavieestbelle1011,False
lilsakura12,False
boknoy_luna,False
himayanafinds,False
yk_jayopciar,False
teodulo_cayjr,False
anieeeee0,False
mamshi_jam,False
mommyregs_shop,False
budolshopping0,False
jolenss_tiktokfinds,False
aidi_dez,False
rhabiii_,False
mustikadewauser,False
princeaaronvelar,False
namje15,False
peachykon,False
cheenycelleza,False
renxuuu_,False
nurseultimatum,False
ryannahjuliaa,False
helstyle.2,False
dhabellasmith,False
bobbgamingofficial,False
.bem11,False
paraaffiliate,False
len_shop16,False
chaeyo.cart,False
monicacloma,True
sairahjoy,False
heeyrosie6,False
bebang850,False
makisdelpilar,False
_itsme.kylgxx,False
davidabranilla11,False
emac5770,False
docmia.healthtipsph,False
